ad_id,date,reach,impressions,clicks,ctr,cpc,cpm,cost,revenue,view_content,add_to_cart,initiate_checkout,purchase,form_view,lead,engagement,app_install,video_view
AD00002,2024-02-28,2558,3655,48,1.31,0.65,8.49,31.02,72.15,28,8,4,1,3,0,76,0,657
AD00002,2024-02-29,3402,4861,57,1.17,0.56,6.53,31.76,143.02,34,10,6,2,3,0,91,0,874
AD00002,2024-03-01,2415,3450,53,1.54,0.59,9.01,31.07,94.22,31,9,5,1,3,0,84,0,621
AD00002,2024-03-02,2320,3315,48,1.45,0.49,7.1,23.54,0.0,28,8,4,0,3,0,76,0,596
AD00002,2024-03-03,1953,2791,40,1.43,0.68,9.8,27.34,68.19,24,7,4,1,2,0,64,0,502
AD00002,2024-03-04,3343,4777,60,1.26,0.53,6.59,31.5,59.38,36,10,6,1,4,0,96,0,859
AD00002,2024-03-05,1359,1942,30,1.54,0.63,9.67,18.77,0.0,18,5,3,0,2,0,48,0,349
AD00002,2024-03-06,2794,3992,63,1.58,0.52,8.14,32.5,117.18,37,11,6,1,4,0,100,0,718
AD00002,2024-03-07,2213,3162,47,1.49,0.58,8.57,27.11,109.19,28,8,4,1,3,0,75,0,569
AD00002,2024-03-08,1839,2628,27,1.03,0.68,6.98,18.35,0.0,16,4,2,0,1,0,43,0,473
AD00002,2024-03-09,2318,3312,51,1.54,0.59,9.01,29.85,105.85,30,9,5,1,3,0,81,0,596
AD00002,2024-03-10,2930,4186,58,1.39,0.48,6.69,28.0,77.15,34,10,6,1,4,0,92,0,753
AD00002,2024-03-11,2052,2932,33,1.13,0.78,8.79,25.77,0.0,19,5,3,0,2,0,52,0,527
AD00002,2024-03-12,2076,2966,37,1.25,0.74,9.21,27.33,0.0,22,6,3,0,2,0,59,0,533
AD00002,2024-03-13,2776,3967,45,1.13,0.68,7.72,30.64,65.83,27,8,4,1,3,0,72,0,714
AD00002,2024-03-14,2487,3554,40,1.13,0.64,7.26,25.79,56.94,24,7,4,1,2,0,64,0,639
AD00002,2024-03-15,2293,3277,45,1.37,0.57,7.88,25.81,0.0,27,8,4,0,3,0,72,0,589
AD00002,2024-03-16,1486,2123,26,1.22,0.8,9.84,20.89,0.0,15,4,2,0,1,0,41,0,382
AD00002,2024-03-17,2193,3134,32,1.02,0.86,8.8,27.58,0.0,19,5,3,0,2,0,51,0,564
AD00002,2024-03-18,2562,3661,45,1.23,0.69,8.51,31.17,0.0,27,8,4,0,3,0,72,0,658
AD00002,2024-03-19,1957,2797,29,1.04,0.86,8.96,25.06,0.0,17,5,3,0,2,0,46,0,503
AD00002,2024-03-20,2238,3198,30,0.94,0.79,7.44,23.79,0.0,18,5,3,0,2,0,48,0,575
AD00002,2024-03-21,1667,2382,26,1.09,0.84,9.19,21.89,0.0,15,4,2,0,1,0,41,0,428
AD00002,2024-03-22,3132,4475,61,1.36,0.55,7.49,33.5,60.42,36,10,6,1,4,0,97,0,805
AD00002,2024-03-23,1620,2315,22,0.95,0.87,8.29,19.18,0.0,13,3,1,0,1,0,35,0,416
AD00002,2024-03-24,2681,3831,60,1.57,0.46,7.13,27.3,96.76,36,10,6,1,4,0,96,0,689
AD00002,2024-03-25,1875,2679,38,1.42,0.68,9.6,25.72,0.0,22,6,3,0,2,0,60,0,482
AD00002,2024-03-26,2123,3034,30,0.99,0.97,9.62,29.2,0.0,18,5,3,0,2,0,48,0,546
AD00002,2024-03-27,2357,3368,38,1.13,0.66,7.39,24.9,78.72,22,6,3,1,2,0,60,0,606
AD00002,2024-03-28,2543,3634,40,1.1,0.77,8.49,30.84,57.29,24,7,4,1,2,0,64,0,654
AD00002,2024-03-29,2531,3616,42,1.16,0.64,7.48,27.03,0.0,25,7,4,0,2,0,67,0,650
AD00002,2024-03-30,2188,3127,45,1.44,0.67,9.65,30.17,97.48,27,8,4,1,3,0,72,0,562
AD00002,2024-03-31,2676,3823,57,1.49,0.49,7.35,28.09,82.36,34,10,6,1,3,0,91,0,688
AD00003,2024-01-01,2920,4172,56,1.34,0.61,8.22,34.29,87.14,33,9,5,1,3,0,89,0,750
AD00003,2024-01-02,2033,2905,32,1.1,0.64,7.06,20.5,90.44,19,5,3,1,2,0,51,0,522
AD00003,2024-01-03,2581,3688,44,1.19,0.67,8.02,29.58,108.25,26,7,4,1,3,0,70,0,663
AD00003,2024-01-04,2412,3447,34,0.99,0.7,6.95,23.95,0.0,20,6,3,0,2,0,54,0,620
AD00003,2024-01-05,1553,2219,33,1.49,0.6,8.88,19.71,0.0,19,5,3,0,2,0,52,0,399
AD00003,2024-01-06,2257,3225,40,1.24,0.66,8.21,26.49,0.0,24,7,4,0,2,0,64,0,580
AD00003,2024-01-07,2146,3067,29,0.95,0.74,6.96,21.35,0.0,17,5,3,0,2,0,46,0,552
AD00003,2024-01-08,2489,3557,39,1.1,0.81,8.88,31.57,0.0,23,6,3,0,2,0,62,0,640
AD00003,2024-01-09,2095,2994,39,1.3,0.65,8.48,25.4,73.84,23,6,3,1,2,0,62,0,538
AD00003,2024-01-10,2397,3425,53,1.55,0.55,8.44,28.92,102.09,31,9,5,1,3,0,84,0,616
AD00003,2024-01-11,2442,3489,49,1.4,0.48,6.79,23.7,77.32,29,8,4,1,3,0,78,0,628
AD00003,2024-01-12,2032,2904,45,1.55,0.57,8.83,25.65,0.0,27,8,4,0,3,0,72,0,522
AD00003,2024-01-13,1682,2404,28,1.16,0.85,9.87,23.73,0.0,16,4,2,0,1,0,44,0,432
AD00003,2024-01-14,1498,2141,26,1.21,0.78,9.5,20.34,0.0,15,4,2,0,1,0,41,0,385
AD00003,2024-01-15,2557,3654,38,1.04,0.82,8.54,31.19,0.0,22,6,3,0,2,0,60,0,657
AD00003,2024-01-16,1655,2365,35,1.48,0.62,9.24,21.86,0.0,21,6,3,0,2,0,56,0,425
AD00003,2024-01-17,2753,3933,37,0.94,0.75,7.06,27.77,104.94,22,6,3,1,2,0,59,0,707
AD00003,2024-01-18,1418,2027,22,1.09,0.87,9.41,19.08,0.0,13,3,1,0,1,0,35,0,364
AD00003,2024-01-19,2226,3180,50,1.57,0.59,9.29,29.53,59.48,30,9,5,1,3,0,80,0,572
AD00003,2024-01-20,3672,5246,58,1.11,0.6,6.63,34.76,55.73,34,10,6,1,4,0,92,0,944
AD00003,2024-01-21,2043,2920,44,1.51,0.49,7.38,21.54,99.06,26,7,4,1,3,0,70,0,525
AD00003,2024-01-22,2721,3888,61,1.57,0.47,7.43,28.9,0.0,36,10,6,0,4,0,97,0,699
AD00003,2024-01-23,2051,2931,33,1.13,0.73,8.22,24.08,0.0,19,5,3,0,2,0,52,0,527
AD00003,2024-01-24,1836,2623,36,1.37,0.57,7.85,20.59,0.0,21,6,3,0,2,0,57,0,472
AD00003,2024-01-25,2048,2926,34,1.16,0.63,7.29,21.32,0.0,20,6,3,0,2,0,54,0,526
AD00003,2024-01-26,1918,2741,39,1.42,0.69,9.76,26.75,83.61,23,6,3,1,2,0,62,0,493
AD00003,2024-01-27,3052,4361,63,1.44,0.48,6.92,30.17,71.84,37,11,6,1,4,0,100,0,784
AD00003,2024-01-28,1775,2536,25,0.99,0.88,8.64,21.92,0.0,15,4,2,0,1,0,40,0,456
AD00003,2024-01-29,2606,3723,38,1.02,0.76,7.76,28.9,0.0,22,6,3,0,2,0,60,0,670
AD00003,2024-01-30,2615,3737,55,1.47,0.5,7.4,27.64,176.73,33,9,5,2,3,0,88,0,672
AD00003,2024-01-31,1572,2246,25,1.11,0.82,9.09,20.41,0.0,15,4,2,0,1,0,40,0,404
AD00003,2024-02-01,1899,2713,30,1.11,0.7,7.71,20.91,0.0,18,5,3,0,2,0,48,0,488
AD00003,2024-02-02,2000,2858,27,0.94,0.76,7.16,20.46,0.0,16,4,2,0,1,0,43,0,514
AD00003,2024-02-03,2559,3656,55,1.5,0.48,7.28,26.63,87.74,33,9,5,1,3,0,88,0,658
AD00003,2024-02-04,2938,4198,45,1.07,0.77,8.3,34.83,87.42,27,8,4,1,3,0,72,0,755
AD00003,2024-02-05,1648,2355,28,1.19,0.68,8.08,19.02,0.0,16,4,2,0,1,0,44,0,423
AD00003,2024-02-06,2222,3175,46,1.45,0.57,8.21,26.08,94.28,27,8,4,1,3,0,73,0,571
AD00003,2024-02-07,3059,4371,61,1.4,0.48,6.72,29.38,92.22,36,10,6,1,4,0,97,0,786
AD00003,2024-02-08,2448,3498,39,1.11,0.79,8.8,30.78,77.76,23,6,3,1,2,0,62,0,629
AD00003,2024-02-09,2596,3709,49,1.32,0.54,7.09,26.28,92.39,29,8,4,1,3,0,78,0,667
AD00003,2024-02-10,2077,2968,37,1.25,0.79,9.81,29.12,0.0,22,6,3,0,2,0,59,0,534
AD00003,2024-02-11,2167,3097,39,1.26,0.61,7.63,23.63,107.91,23,6,3,1,2,0,62,0,557
AD00003,2024-02-12,2583,3691,52,1.41,0.57,7.98,29.45,74.15,31,9,5,1,3,0,83,0,664
AD00003,2024-02-13,2000,2858,37,1.29,0.71,9.13,26.1,0.0,22,6,3,0,2,0,59,0,514
AD00003,2024-02-14,1565,2236,21,0.94,0.94,8.84,19.77,0.0,12,3,1,0,1,0,33,0,402
AD00003,2024-02-15,1416,2024,28,1.38,0.69,9.48,19.19,0.0,16,4,2,0,1,0,44,0,364
AD00003,2024-02-16,2171,3102,47,1.52,0.53,8.01,24.85,0.0,28,8,4,0,3,0,75,0,558
AD00003,2024-02-17,1423,2033,19,0.93,0.99,9.28,18.87,0.0,11,3,1,0,1,0,30,0,365
AD00003,2024-02-18,2324,3321,43,1.29,0.61,7.88,26.17,0.0,25,7,4,0,3,0,68,0,597
AD00003,2024-02-19,2006,2867,28,0.98,0.96,9.37,26.87,0.0,16,4,2,0,1,0,44,0,516
AD00003,2024-02-20,1514,2164,27,1.25,0.7,8.77,18.97,0.0,16,4,2,0,1,0,43,0,389
AD00003,2024-02-21,1602,2289,24,1.05,0.79,8.29,18.97,0.0,14,4,2,0,1,0,38,0,412
AD00003,2024-02-22,1935,2765,39,1.41,0.67,9.4,26.0,70.84,23,6,3,1,2,0,62,0,497
AD00003,2024-02-23,2055,2936,40,1.36,0.62,8.49,24.93,65.2,24,7,4,1,2,0,64,0,528
AD00003,2024-02-24,2000,2858,36,1.26,0.6,7.61,21.74,102.0,21,6,3,1,2,0,57,0,514
AD00003,2024-02-25,3205,4579,60,1.31,0.57,7.52,34.45,119.8,36,10,6,2,4,0,96,0,824
